"Gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","regulation"
"VSIG8",34.1904802398622,-1.16749719876637,0.28757358523451,-4.05982071619792,4.91104098195619e-05,0.000400477900093064,"Yes","Downregulated"
"WFDC6",281.290401227723,-1.45108801113394,0.535647409554177,-2.70903580461947,0.00674790572021944,0.0220425087162017,"Yes","Downregulated"
"UPK3B",2686.7461147869,1.42571477189389,0.394563060007961,3.61340154819643,0.000302206135467558,0.00178510854742055,"Yes","Upregulated"
"SMIM34A",39.182998424461,-1.61959943252577,0.345869067641462,-4.6826952279083,2.83127317505173e-06,4.16674026990729e-05,"Yes","Downregulated"
"CCDC13",302.284480014376,-1.11309723133392,0.270859701011808,-4.10949737881236,3.96521215251154e-05,0.000338296189634322,"Yes","Downregulated"
"LY75-CD302",7.17417301119937,1.01046337094247,0.409521586263605,2.46742395232872,0.0136089125096595,0.0388669509809272,"Yes","Upregulated"
"SMIM31",81.1863276392593,-1.4391433607496,0.430538006477179,-3.34266275938147,0.000829786773267078,0.00405740831794583,"Yes","Downregulated"
"TNFSF12-TNFSF13",175.817403564999,1.42357231943637,0.453903763999493,3.13628665885651,0.00171101872622191,0.0073064484444444,"Yes","Upregulated"
"FER1L5",23.6150098416829,-1.28634735417524,0.269926275037241,-4.76555071935019,1.88338511405774e-06,3.04149879981807e-05,"Yes","Downregulated"
"GPR162",1412.38110350852,-1.11412984380331,0.248532700422603,-4.48282999343288,7.36596107737703e-06,8.9958229579013e-05,"Yes","Downregulated"
"SELENOP",6780.33822199118,1.47147446791919,0.328037766669267,4.48568615394444,7.26796585668252e-06,8.90018269802415e-05,"Yes","Upregulated"
"AC010255.3",56.0419608471128,-1.83528931270514,0.494839287385534,-3.70885933977034,0.000208195039042227,0.00131435381192208,"Yes","Downregulated"
"ALG1L2",39.4616770657831,-1.02157675920873,0.149497850195857,-6.83338762310201,8.29324675036201e-12,2.60821147991081e-09,"Yes","Downregulated"
"DCANP1",21.0585480191593,1.43831194637033,0.418392497395466,3.43770969920342,0.000586656275576339,0.00307483570893639,"Yes","Upregulated"
"AC005324.3",6.13499113437642,-1.3198498018986,0.277205764096742,-4.76126391599125,1.92384263239289e-06,3.095777730613e-05,"Yes","Downregulated"
"PTX4",4.29361572523562,-1.18049601298021,0.33561847520749,-3.5173749366759,0.000435837676973155,0.00241400725804459,"Yes","Downregulated"
"PBOV1",1.53415139150728,-1.44045458789295,0.445153510275028,-3.23586033726431,0.00121276706584415,0.00551000198943058,"Yes","Downregulated"
"OMP",7.8402371523106,-1.06337585614837,0.433707185291134,-2.45182900401929,0.0142132186509634,0.0402370458193732,"Yes","Downregulated"
"RTL1",0.535260511930384,-1.48330282232342,0.625211762991933,-2.37248066994952,0.017669087650163,0.0480262137290016,"Yes","Downregulated"
"SAA2-SAA4",147.885284414496,-1.45348955612522,0.504536513383844,-2.8808411632627,0.00396615457915733,0.0143961143634796,"Yes","Downregulated"
"OR8G5",9.93776621797255,-1.76725175145388,0.475355228171618,-3.71774968848318,0.000201005283950134,0.00127653882401899,"Yes","Downregulated"
"POLR2M",167.210023112601,1.08338789218323,0.246817161736635,4.38943501562204,1.13645531680755e-05,0.000125245524776119,"Yes","Upregulated"
"AC068775.1",37.4937191977028,1.88407705895635,0.419245057851714,4.49397559654177,6.99056429360397e-06,8.61867118350318e-05,"Yes","Upregulated"
"KLRC4-KLRK1",184.073701973887,1.40069259872473,0.288242517117564,4.85942397648935,1.17727777470525e-06,2.11034916859206e-05,"Yes","Upregulated"
"TAS2R20",40.5511181834316,-1.07175640151104,0.196029494134301,-5.46732218151198,4.56885165826173e-08,1.70385195758721e-06,"Yes","Downregulated"
"CYP2A6",82.6939235393753,-1.62402520460634,0.357835732333969,-4.53846572004898,5.66650050036183e-06,7.32071389643175e-05,"Yes","Downregulated"
"AP002748.4",27.9633897796985,1.35085441277435,0.54413290143289,2.48258175386397,0.0130434133637197,0.0375842309239442,"Yes","Upregulated"
"AL139300.1",113.165052397853,1.34633974003327,0.482063981708573,2.79286524428034,0.00522434508079363,0.017916710177534,"Yes","Upregulated"
"OR13A1",12.6264528308315,-1.05176942833756,0.242323893653771,-4.34034552878352,1.42258843854117e-05,0.000148301769959044,"Yes","Downregulated"
"PGA5",9.30289602501566,1.23645901279633,0.462963498567082,2.6707483778382,0.00756823560931639,0.024205009170446,"Yes","Upregulated"
"KLRF2",4.30599587564762,1.60259122064636,0.497763226507431,3.21958540788757,0.00128376112809158,0.00577740421094609,"Yes","Upregulated"
"HP",5222.66860721657,-1.35295284885195,0.441162113504999,-3.06679292585405,0.00216368691308564,0.0087923175010065,"Yes","Downregulated"
"PPT2-EGFL8",324.013731286238,-1.2275809721514,0.185649542266577,-6.61235657876657,3.78249522858215e-11,8.36060744754965e-09,"Yes","Downregulated"
"AL355102.2",32.5969754333218,-1.49224063921849,0.452878779881728,-3.2950111718818,0.000984177670483344,0.00463442372455929,"Yes","Downregulated"
"TUBB3",109.7274241688,-1.34573489722847,0.312889624239043,-4.30098920825942,1.70037341991639e-05,0.000173178301797399,"Yes","Downregulated"
"AC093525.1",10.7988640285569,-1.159134917157,0.420795992303141,-2.75462442218784,0.00587595435088769,0.0197396705691875,"Yes","Downregulated"
"AC009163.2",1.37005187083588,-1.80217338020592,0.644435757752139,-2.79651362998865,0.00516572320250979,0.0177526953379811,"Yes","Downregulated"
"CCDC187",210.082861369925,-1.63370398364323,0.460070298033743,-3.55098773084326,0.000383788307496503,0.00218288651499662,"Yes","Downregulated"
"ANKRD20A1",18.8896026849968,-1.10109725179547,0.284384222181652,-3.87186477276556,0.000108005871054981,0.000768260805225201,"Yes","Downregulated"
"SERTM2",12.1805923447391,-2.32662800010822,0.514193008844319,-4.52481453479398,6.04484914762617e-06,7.69410179684128e-05,"Yes","Downregulated"
"BOP1",363.164392291586,-1.03495346271552,0.173215582858938,-5.97494431871268,2.30168784428748e-09,1.73460950165115e-07,"Yes","Downregulated"
"TUBB8",11.9400941775017,-1.09465252922118,0.446052646370741,-2.45408818471924,0.014124233965113,0.0400227196814976,"Yes","Downregulated"
"GOLGA6L7",7.32575442966264,-1.19462586846244,0.345807394428359,-3.45459896957158,0.000551111902274781,0.00292744815754595,"Yes","Downregulated"
"OCLM",20.0808425627002,-1.03141169539429,0.264469868867688,-3.89992137785003,9.62239302653027e-05,0.000698956717553627,"Yes","Downregulated"
"AC003688.1",257.627040787531,-1.01033555702716,0.249523538034013,-4.04905911878117,5.14239546418792e-05,0.000415410927917673,"Yes","Downregulated"
